AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,FraudFound_P,Deductible,AgentType,AddressChange_Claim,BasePolicy
Urban,Male,Single,31.97825359,Policy Holder,Utility,1,400,External,4 to 8 years,All Perils
Rural,Female,Single,31.72517362,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,26.67995448,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Female,Married,28.42556327,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Male,Married,28.58108232,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,38.94711863,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,29.2408828,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,36.44193239,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Female,Single,35.85787135,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,31.26482895,Third Party,Sedan,1,495.5861841,External,2 to 3 years,All Perils
Rural,Female,Married,34.84483862,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,36.42570606,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,33.02755563,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Urban,Female,Single,31.80820579,Third Party,Sedan,1,480.1367632,External,no change,All Perils
Urban,Male,Married,26.2493209,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,35.54889522,Third Party,Sedan,1,456.9926348,External,no change,Collision
Urban,Female,Single,29.43800864,Third Party,Sedan,1,440.6334773,External,2 to 3 years,Collision
Urban,Male,Married,26.6629202,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Single,32.53522935,Third Party,Sport,1,436.901529,External,2 to 3 years,Collision
Rural,Female,Single,32.97458711,Policy Holder,Sedan,1,497.4587112,External,no change,All Perils
Urban,Male,Married,40.3837534,Third Party,Sport,1,483.837534,External,2 to 3 years,Collision
Urban,Male,Single,38.98326065,Third Party,Sedan,1,469.8326065,External,2 to 3 years,All Perils
Urban,Male,Married,37.64891181,Third Party,Sport,1,456.4891181,External,2 to 3 years,Liability
Urban,Female,Married,32.37390512,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,32.36860666,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Male,Single,34.85282467,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,40.18545785,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,39.31723515,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,35.47190338,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Female,Married,39.06240721,Policy Holder,Sedan,1,400,External,1 year,Collision
Urban,Female,Single,39.82333683,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Married,43.36110597,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Single,34.70660824,Policy Holder,Sedan,1,458.815464,External,no change,All Perils
Urban,Male,Married,31.85537432,Third Party,Sedan,1,490.4958409,External,no change,Collision
Urban,Male,Married,30.250443,Policy Holder,Sport,1,400,External,no change,All Perils
Rural,Female,Married,36.9727979,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Single,38.14217214,Policy Holder,Sedan,1,420.6425318,External,2 to 3 years,Collision
Urban,Male,Married,32.8350161,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,47.34353888,Policy Holder,Sedan,1,451.4223738,External,2 to 3 years,Collision
Urban,Female,Married,46.4395238,Third Party,Sedan,1,459.6406927,External,2 to 3 years,Collision
Rural,Female,Married,47.17784573,Third Party,Sedan,1,452.9286752,External,2 to 3 years,All Perils
Urban,Female,Married,47.9586421,Third Party,Sedan,1,445.8305264,External,2 to 3 years,Collision
Urban,Female,Single,45.36588292,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Married,41.15703009,Third Party,Utility,1,497.3828319,External,no change,Collision
Rural,Male,Single,45.44853873,Third Party,Sedan,1,425.8576879,External,no change,Collision
Rural,Male,Married,44.16946968,Policy Holder,Sport,1,456.6106064,External,no change,Liability
Rural,Male,Single,46.15344367,Third Party,Sedan,1,442.3278163,External,2 to 3 years,Collision
Urban,Male,Single,43.0271683,Policy Holder,Utility,1,479.4566341,External,2 to 3 years,Collision
Urban,Male,Single,46.23363192,Policy Holder,Sport,1,415.3273615,External,no change,Liability
Urban,Male,Single,25.31444747,Policy Holder,Sedan,1,597.1671198,External,no change,All Perils
Rural,Female,Single,27.43093289,Third Party,Sedan,1,659.1162032,External,2 to 3 years,All Perils
Urban,Male,Married,28.54909222,Third Party,Sedan,1,627.1687938,External,no change,All Perils
Urban,Male,Married,27.23973132,Third Party,Sedan,1,617.3512456,External,2 to 3 years,All Perils
Rural,Female,Single,32.78653902,Third Party,Sedan,1,506.0988851,External,2 to 3 years,All Perils
Urban,Male,Married,39.96534781,Third Party,Sedan,1,453.5526857,External,2 to 3 years,All Perils
Urban,Female,Single,26.12346265,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Married,35.3210475,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Female,Single,31.61845132,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,31.80236307,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Rural,Female,Married,37.07207269,Policy Holder,Utility,1,400,External,4 to 8 years,All Perils
Urban,Female,Married,42.56975276,Third Party,Sport,1,400,External,no change,Collision
Rural,Male,Single,27.51952127,Policy Holder,Sedan,1,400,External,4 to 8 years,Liability
Rural,Male,Married,36.50724361,Policy Holder,Sport,1,400,External,no change,Liability
Rural,Female,Single,34.33578581,Policy Holder,Sedan,1,455.4738064,External,no change,Liability
Rural,Male,Married,34.59213345,Third Party,Sport,1,446.928885,External,2 to 3 years,Liability
Urban,Male,Single,33.47525409,Policy Holder,Sport,1,484.1581972,External,2 to 3 years,All Perils
Rural,Male,Married,34.03736234,Policy Holder,Sedan,1,465.4212554,External,no change,Liability
Rural,Male,Single,46.68616332,Policy Holder,Utility,1,400,External,no change,All Perils
Urban,Male,Single,30.49769338,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,39.61126735,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Married,31.38360554,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,30.1030284,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,32.26156743,Policy Holder,Sport,1,400,External,no change,Collision
Urban,Female,Married,49.77368201,Third Party,Sport,1,413.6257554,External,no change,Collision
Rural,Male,Married,31.4351529,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,46.46043852,Policy Holder,Sedan,1,475.659358,External,2 to 3 years,Collision
Rural,Male,Married,44.33483498,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Married,43.21151052,Policy Holder,Sedan,1,486.538772,External,2 to 3 years,All Perils
Rural,Female,Single,49.71433084,Policy Holder,Utility,1,400,External,no change,Collision
Urban,Male,Married,27.6579153,Third Party,Sedan,1,432.895765,External,2 to 3 years,Collision
Urban,Male,Single,27.02840982,Third Party,Sedan,1,400.473497,External,2 to 3 years,Collision
Urban,Male,Single,29.3041908,Policy Holder,Sport,1,438.40318,External,no change,Collision
Urban,Male,Single,30.37422388,Third Party,Sedan,1,424.1015991,External,no change,All Perils
Urban,Male,Single,28.52627318,Policy Holder,Sedan,1,410.9019513,External,2 to 3 years,Collision
Urban,Male,Married,31.02646886,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,33.09333214,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Married,34,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Female,Single,34,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Female,Married,33.58758142,Policy Holder,Sedan,1,400,External,no change,Liability
Rural,Male,Married,30.49427105,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Single,34,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,34.90192503,Third Party,Sedan,1,444.2582138,External,no change,Collision
Urban,Male,Married,29.47665444,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,34.6913036,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Female,Single,31.0734365,Policy Holder,Sedan,1,498.9509072,External,2 to 3 years,Collision
Rural,Male,Married,36.3483357,Third Party,Sedan,1,433.0332859,External,no change,All Perils
Urban,Male,Married,37.15140892,Policy Holder,Sedan,1,416.9718215,External,no change,All Perils
Urban,Female,Married,32.03765651,Third Party,Sedan,1,451.8828256,External,no change,All Perils
Urban,Male,Single,31,Third Party,Sedan,1,462.5511605,External,2 to 3 years,Collision
Urban,Male,Married,31,Third Party,Sedan,1,486.5637936,External,no change,All Perils
Urban,Female,Married,31,Policy Holder,Sedan,1,404.0912105,External,2 to 3 years,All Perils
Rural,Male,Married,32.6848257,Third Party,Sedan,1,484.241285,External,2 to 3 years,All Perils
Urban,Female,Single,31.93712927,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Male,Married,40.44013339,Third Party,Sedan,1,400,External,no change,Collision
Rural,Male,Married,29.03539774,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,33.5314924,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Married,37.62969019,Policy Holder,Sedan,1,400,External,1 year,All Perils
Rural,Male,Married,31.89943325,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Female,Married,38.34401499,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Female,Married,45.08182679,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Single,43.0509561,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Male,Single,45.74152552,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,43.55260316,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,36.40550791,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,40.28032684,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Male,Single,30.80154891,Third Party,Sedan,1,439.9483696,External,no change,All Perils
Urban,Male,Single,33.85133114,Policy Holder,Sedan,1,420.570346,External,no change,Collision
Urban,Male,Single,35.91168665,Third Party,Sedan,1,443.463185,External,no change,Collision
Urban,Male,Married,32.91226046,Third Party,Sedan,1,491.2260457,External,2 to 3 years,All Perils
Rural,Male,Single,32,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,29.36271481,Third Party,Sedan,1,487.9095063,External,2 to 3 years,All Perils
Rural,Female,Single,35.52605112,Policy Holder,Sedan,1,400,External,1 year,All Perils
Urban,Male,Married,34.302794,Policy Holder,Sedan,1,400,External,no change,Liability
Urban,Female,Married,37.16018967,Third Party,Sport,1,400,External,2 to 3 years,Collision
Urban,Female,Married,36.79360731,Third Party,Sedan,1,400,External,no change,Collision
Urban,Male,Single,37.58702285,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,27.22187675,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,42.71717701,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Married,41.6173789,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Single,39.46388921,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Male,Single,42.55835888,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Rural,Male,Single,44.72936556,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Rural,Female,Single,44.35950712,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Married,34.72064057,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Male,Single,35.40663272,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Married,34.24316714,Policy Holder,Sport,1,400,External,no change,Liability
Urban,Female,Married,35.99755397,Policy Holder,Sedan,1,400,External,1 year,All Perils
Urban,Female,Single,38.6278569,Policy Holder,Sedan,1,400,External,1 year,Collision
Urban,Male,Married,35.53390777,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Married,28.27023889,Policy Holder,Sport,1,457.0021717,External,2 to 3 years,Collision
Urban,Male,Married,25.62811251,Third Party,Sport,1,419.095329,External,no change,Collision
Rural,Male,Single,27.53212517,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Male,Single,26.29032536,Policy Holder,Sedan,1,422.5806598,External,no change,Collision
Rural,Male,Married,23.5054838,Third Party,Sedan,1,407.923599,External,2 to 3 years,All Perils
Urban,Male,Single,23.8017259,Policy Holder,Sport,1,409.4827679,External,no change,All Perils
Urban,Female,Single,40.90788789,Policy Holder,Sport,1,400,External,2 to 3 years,Collision
Rural,Female,Single,35.91820116,Third Party,Sedan,1,473.4708986,External,no change,All Perils
Urban,Female,Married,42.64313042,Third Party,Sedan,1,410.4374583,External,2 to 3 years,All Perils
Urban,Female,Single,43.91394893,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Male,Single,26.57828664,Policy Holder,Sport,1,400,External,no change,All Perils
Rural,Male,Single,44.74643356,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Female,Married,24.12332851,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Female,Single,25.96540738,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Married,20.73256208,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Married,26.0574168,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Single,25.0831875,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Male,Single,19.75787395,Policy Holder,Sedan,1,400,External,no change,All Perils
Rural,Female,Married,33.69444229,Third Party,Sedan,1,465.2778855,External,no change,All Perils
Urban,Male,Married,34.24353164,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Rural,Female,Married,34.73787813,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Married,34.41937085,Policy Holder,Sedan,1,400,External,2 to 3 years,All Perils
Urban,Male,Single,30.18263456,Policy Holder,Sport,1,400,External,2 to 3 years,All Perils
Rural,Male,Single,34.31697255,Policy Holder,Sedan,1,400,External,no change,All Perils
Urban,Female,Married,31.38460672,Third Party,Sedan,1,515.3842687,External,2 to 3 years,All Perils
Rural,Male,Married,38.37693019,Third Party,Sedan,1,604.9227925,External,no change,Collision
Rural,Male,Married,38.18583105,Policy Holder,Sedan,1,612.5667581,External,no change,All Perils
Urban,Male,Married,34.06233425,Third Party,Sedan,1,570.8222836,External,no change,All Perils
Urban,Male,Married,40.60637868,Third Party,Sedan,1,515.7448526,External,no change,Collision
Urban,Male,Married,33.95211595,Policy Holder,Sport,1,563.4743967,External,2 to 3 years,All Perils
Urban,Male,Single,30.70706596,Policy Holder,Sedan,1,400,External,4 to 8 years,Collision
Urban,Female,Single,30.18497721,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Single,28.70602997,Policy Holder,Sedan,1,400,External,4 to 8 years,All Perils
Urban,Male,Married,30.07920736,Policy Holder,Sport,1,400,External,no change,All Perils
Urban,Female,Married,27.72428768,Policy Holder,Sedan,1,400,External,2 to 3 years,All Perils
Rural,Male,Single,28.01879076,Policy Holder,Sedan,1,400,External,4 to 8 years,Liability
Rural,Male,Single,27.59940259,Policy Holder,Sedan,1,400,External,no change,Collision
Urban,Female,Single,29.82206642,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Male,Single,26.04037273,Policy Holder,Sedan,1,400,External,no change,Collision
Rural,Female,Single,29.86425678,Policy Holder,Sport,1,400,External,no change,Collision
Rural,Male,Single,31.98869299,Policy Holder,Sedan,1,400,External,no change,Collision
